"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"75","RT @SikderChk: Symbol of #Bangladesh except ruling and their alience. Innocent people are being arrested just because of opposition.
#FreeK…",FALSE,0,NA,2018-03-02 12:41:49,FALSE,NA,"969553362067664898",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MiaziArif",6,TRUE,FALSE,NA,NA
"76","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-02 11:59:09,FALSE,NA,"969542623777230848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mintu_bhuiyan",12,TRUE,FALSE,NA,NA
"77","RT @NazmultotolH: #bangladeshi wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuter…",FALSE,0,NA,2018-03-02 10:16:20,FALSE,NA,"969516749749186560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moniruj18455738",6,TRUE,FALSE,NA,NA
"78","#FreeKhaleda 
@BegumZiaBd 
#Bangladesh https://t.co/V2A3UIviRm",FALSE,0,NA,2018-03-02 10:14:28,FALSE,NA,"969516278774812672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MMCmilon",1,FALSE,FALSE,NA,NA
"79","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-02 08:03:48,FALSE,NA,"969483397662822400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mukhles85202393",12,TRUE,FALSE,NA,NA
"80","RT @NazmultotolH: #bangladeshi wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuter…",FALSE,0,NA,2018-03-02 08:02:57,FALSE,NA,"969483181945536512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mukhles85202393",6,TRUE,FALSE,NA,NA
"81","RT @NazmultotolH: #bangladeshi wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuter…",FALSE,0,NA,2018-03-02 07:00:43,FALSE,NA,"969467519974170624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zakirhossain782",6,TRUE,FALSE,NA,NA
"82","RT @duurzodhon: 3 times Prime Minister of Bangladesh, #Khaledazia,72 yrs old,has been kept in a worn out sell,without division facilities s…",FALSE,0,NA,2018-03-02 06:49:55,FALSE,NA,"969464801909977088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zakirhossain782",84,TRUE,FALSE,NA,NA
"83","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-02 06:31:18,FALSE,NA,"969460118147424256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MohamedAlamgir6",12,TRUE,FALSE,NA,NA
"84","RT @MonjuAlom1: #FreeKhaledaZia
#FreeKhaleda
#FreeKhaleda_SaveBangladesh
#NoElectionWithoutKhaleda
#SaveBangladesh
#savedemocracy",FALSE,0,NA,2018-03-02 05:37:14,FALSE,NA,"969446511061823488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mukhles85202393",2,TRUE,FALSE,NA,NA
"85","RT @SyedaSumiya: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-02 04:37:48,FALSE,NA,"969431554752761856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fmdhasan",48,TRUE,FALSE,NA,NA
"86","RT @hmdelwar16: I am Delwar , I demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. (@BegumZiaBd) 

#Fre…",FALSE,0,NA,2018-03-02 02:32:11,FALSE,NA,"969399943977824256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",5,TRUE,FALSE,NA,NA
"87","RT @NazmultotolH: #bangladeshi wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuter…",FALSE,0,NA,2018-03-02 02:10:36,FALSE,NA,"969394510449922048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",6,TRUE,FALSE,NA,NA
"88","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-03-02 01:48:59,FALSE,NA,"969389071221993473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moniruj18455738",12,TRUE,FALSE,NA,NA
"89","#Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN… https://t.co/4HElNQyTwU",FALSE,28,NA,2018-03-01 23:40:51,TRUE,NA,"969356826339889152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abdullahramu",12,FALSE,FALSE,NA,NA
"90","RT @NazmultotolH: #bangladeshi wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuter…",FALSE,0,NA,2018-03-01 22:34:52,FALSE,NA,"969340220305915904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IamAzim_Bhuiyan",6,TRUE,FALSE,NA,NA
"91","RT @Meer_Zahan_: I am Meer Zahan, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. (@BegumZiaBd) 

#F…",FALSE,0,NA,2018-03-01 19:09:03,FALSE,NA,"969288422874599424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",13,TRUE,FALSE,NA,NA
"92","RT @MJ_Riya: I am @mjriya3, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. (@BegumZiaBd) 

#FreeKha…",FALSE,0,NA,2018-03-01 19:09:00,FALSE,NA,"969288410476220416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",19,TRUE,FALSE,NA,NA
"93","RT @MJ_Riya: #FreeKhaledaZia
#FreeKhaleda_SaveBangladesh 
#FreeFighterOfdemocracy

https://t.co/f05CpEuWlE",FALSE,0,NA,2018-03-01 19:08:57,FALSE,NA,"969288397197111296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",13,TRUE,FALSE,NA,NA
"94","@Meer_Zahan_ @TheEconomist @AJEnglish @nytimes @UN_HRC @hrw @UNHumanRights #FreeKhaledaZia
#FreeKhaleda… https://t.co/ydmsQAJ0Y0",FALSE,1,"Meer_Zahan_",2018-03-01 19:07:42,TRUE,"967432307958153217","969288085119930369","3136536331","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",0,FALSE,FALSE,NA,NA
"95","#FreeKhaledaZia
#FreeKhaleda
#FreeKhaleda_SaveBangladesh
#NoElectionWithoutKhaleda
#SaveBangladesh
#savedemocracy",FALSE,5,NA,2018-03-01 19:05:47,FALSE,NA,"969287601965490177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",2,FALSE,FALSE,NA,NA
"96","RT @NazmultotolH: #bangladeshi wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuter…",FALSE,0,NA,2018-03-01 18:58:52,FALSE,NA,"969285861757026304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",6,TRUE,FALSE,NA,NA
"97","RT @b9eb4c474eb4419: She is an honourable  ex prime minister, 73 years old. Just for political vengeance, she is in jail.
Totally unfair, i…",FALSE,0,NA,2018-03-01 18:39:58,FALSE,NA,"969281105009442816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",30,TRUE,FALSE,NA,NA
"98","RT @b9eb4c474eb4419: 3 times Prime Minister of Bangladesh #Khaledazia, 72 yrs old, is not given the facilities she deserves as a former PM…",FALSE,0,NA,2018-03-01 18:39:55,FALSE,NA,"969281091235434496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",12,TRUE,FALSE,NA,NA
"99","RT @MMCmilon: ছবিটি 1990 সালের কিছু দিন আগে হবে।স্বৈরাচার এরশাদ সরকার বিরোধী আন্দোলনের শেষ সময় ছাত্রদলকে সরাসরি রাজপথে থেকে নেতৃত্ব দিচ্ছে…",FALSE,0,NA,2018-03-01 18:34:55,FALSE,NA,"969279834538102785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",24,TRUE,FALSE,NA,NA
"100","RT @appelmahmud7: I am Appel, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. @BegumZiaBd

#FreeKhal…",FALSE,0,NA,2018-03-01 17:05:29,FALSE,NA,"969257329056034816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KawsarBilash",27,TRUE,FALSE,NA,NA
"101","RT @ARArman91176224: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reut…",FALSE,0,NA,2018-03-01 13:01:05,FALSE,NA,"969195820800094210",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FarhebaS",16,TRUE,FALSE,NA,NA
"102","মিথ্যা, রাজনৈতিক উদ্দেশ্যপ্রণোদিত মামলায় কারাগারে বন্দি দেশনেত্রী বেগম খালেদা জিয়ার নি:শর্ত মুক্তির দাবিতে সারা… https://t.co/1uXZbMGV4W",FALSE,7,NA,2018-03-01 12:39:58,TRUE,NA,"969190507854282752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jafor_the_great",0,FALSE,FALSE,NA,NA
"103","RT @MJ_Riya: I am Riya, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. (@BegumZiaBd) 

#FreeKhaleda…",FALSE,0,NA,2018-03-01 10:51:05,FALSE,NA,"969163108483727362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shohel_ajib",30,TRUE,FALSE,NA,NA
"104","RT @ARArman91176224: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reut…",FALSE,0,NA,2018-03-01 09:28:46,FALSE,NA,"969142392379949056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","atiquerussell",16,TRUE,FALSE,NA,NA
"105","RT @SikderChk: Symbol of #Bangladesh except ruling and their alience. Innocent people are being arrested just because of opposition.
#FreeK…",FALSE,0,NA,2018-03-01 08:32:45,FALSE,NA,"969128294615404545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OF_Ronyamin",6,TRUE,FALSE,NA,NA
"106","RT @SikderChk: Symbol of #Bangladesh except ruling and their alience. Innocent people are being arrested just because of opposition.
#FreeK…",FALSE,0,NA,2018-03-01 07:38:37,FALSE,NA,"969114672245784576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moniruj18455738",6,TRUE,FALSE,NA,NA
"107","RT @SikderChk: Symbol of #Bangladesh except ruling and their alience. Innocent people are being arrested just because of opposition.
#FreeK…",FALSE,0,NA,2018-03-01 06:36:46,FALSE,NA,"969099106776788992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mukhles85202393",6,TRUE,FALSE,NA,NA
"108","RT @SikderChk: Symbol of #Bangladesh except ruling and their alience. Innocent people are being arrested just because of opposition.
#FreeK…",FALSE,0,NA,2018-03-01 05:19:32,FALSE,NA,"969079670648946689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",6,TRUE,FALSE,NA,NA
"109","RT @Faraa012: @PinakiTweetsBD #FreeKhaledaZia #FreeKhaleda #KhaledaZiaBd @PinakiTweetsBD",FALSE,0,NA,2018-03-01 04:27:53,FALSE,NA,"969066671242530816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bangakhalu",1,TRUE,FALSE,NA,NA
"110","RT @ARArman91176224: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reut…",FALSE,0,NA,2018-03-01 03:12:34,FALSE,NA,"969047716247384064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",16,TRUE,FALSE,NA,NA
"111","RT @SikderChk: Symbol of #Bangladesh except ruling and their alience. Innocent people are being arrested just because of opposition.
#FreeK…",FALSE,0,NA,2018-03-01 03:11:09,FALSE,NA,"969047361732337664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdmohiu74702855",6,TRUE,FALSE,NA,NA
"112","RT @MMCmilon: ছবিটি 1990 সালের কিছু দিন আগে হবে।স্বৈরাচার এরশাদ সরকার বিরোধী আন্দোলনের শেষ সময় ছাত্রদলকে সরাসরি রাজপথে থেকে নেতৃত্ব দিচ্ছে…",FALSE,0,NA,2018-03-01 01:21:08,FALSE,NA,"969019676196978688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","habib_raj_bd",24,TRUE,FALSE,NA,NA
"113","RT @jafor_the_great: I'm Jafor from Bangladesh. I demand immediate unconditional release of ex PM Khaleda Zia.
#FreeKhaleda
#FreeKhaledaZia…",FALSE,0,NA,2018-03-01 00:49:47,FALSE,NA,"969011783196295168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShahidHasanSho2",13,TRUE,FALSE,NA,NA
"114","RT @appelmahmud7: I am Appel, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. @BegumZiaBd

#FreeKhal…",FALSE,0,NA,2018-03-01 00:49:44,FALSE,NA,"969011771712323584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShahidHasanSho2",27,TRUE,FALSE,NA,NA
"115","RT @suhelmisba: #FreeKhaledaZia
#FreeKhaleda
#FreeKhaleda_FreeBangladesh
#NoElectionWithoutKhaleda https://t.co/L2MQP5ao0f",FALSE,0,NA,2018-02-28 22:22:37,FALSE,NA,"968974748725149703",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lubek01",5,TRUE,FALSE,NA,NA
"116","RT @appelmahmud7: I am Appel, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. @BegumZiaBd

#FreeKhal…",FALSE,0,NA,2018-02-28 20:58:52,FALSE,NA,"968953671034617856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HaiBhuiyan",27,TRUE,FALSE,NA,NA
"117","RT @appelmahmud7: I am Appel, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. @BegumZiaBd

#FreeKhal…",FALSE,0,NA,2018-02-28 20:35:51,FALSE,NA,"968947880584269826",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatwaryHashem",27,TRUE,FALSE,NA,NA
"118","RT @jafor_the_great: I'm Jafor from Bangladesh. I demand immediate unconditional release of ex PM Khaleda Zia.
#FreeKhaleda
#FreeKhaledaZia…",FALSE,0,NA,2018-02-28 20:06:06,FALSE,NA,"968940392598130689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",13,TRUE,FALSE,NA,NA
"119","RT @jafor_the_great: I'm Jafor from Bangladesh. I demand immediate unconditional release of ex PM Khaleda Zia.
#FreeKhaleda
#FreeKhaledaZia…",FALSE,0,NA,2018-02-28 20:05:55,FALSE,NA,"968940348255940608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bdaffairs08",13,TRUE,FALSE,NA,NA
"120","RT @appelmahmud7: I am Appel, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. @BegumZiaBd

#FreeKhal…",FALSE,0,NA,2018-02-28 20:05:52,FALSE,NA,"968940336486735874",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bdaffairs08",27,TRUE,FALSE,NA,NA
"121","RT @appelmahmud7: I am Appel, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. @BegumZiaBd

#FreeKhal…",FALSE,0,NA,2018-02-28 19:58:23,FALSE,NA,"968938451759435782",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shamimabir04",27,TRUE,FALSE,NA,NA
"122","RT @appelmahmud7: I am Appel, demand immediate release of BNP Chairperson and former PM DeshNetri Begum Khaleda Zia. @BegumZiaBd

#FreeKhal…",FALSE,0,NA,2018-02-28 19:58:00,FALSE,NA,"968938352962449408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bnpbangladesh",27,TRUE,FALSE,NA,NA
"123","RT @jafor_the_great: I'm Jafor from Bangladesh. I demand immediate unconditional release of ex PM Khaleda Zia.
#FreeKhaleda
#FreeKhaledaZia…",FALSE,0,NA,2018-02-28 19:57:42,FALSE,NA,"968938280661090304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bnpbangladesh",13,TRUE,FALSE,NA,NA
"124","Symbol of #Bangladesh except ruling and their alience. Innocent people are being arrested just because of oppositio… https://t.co/44H67x5xS2",FALSE,8,NA,2018-02-28 12:53:53,TRUE,NA,"968831620798017537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SikderChk",6,FALSE,FALSE,NA,NA
"125","RT @FirozMa59892988: #SOS_Bangladesh
The government set #KhaledaZia jail by fake instigation. they killed opposition leader and workers by…",FALSE,0,NA,2018-02-28 10:35:32,FALSE,NA,"968796806099353600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zahidul34519179",9,TRUE,FALSE,NA,NA
"126","#bangladeshi wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN… https://t.co/unaAd184df",FALSE,12,NA,2018-02-28 10:14:04,TRUE,NA,"968791402875273216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NazmultotolH",6,FALSE,FALSE,NA,NA
"127","RT @Abdullahramu: #Bangladesh wants @BegumZiaBd free but #AwamiLeague does not.We demand her unconditional release.
@BBCWorld @CNN @Reuters…",FALSE,0,NA,2018-02-28 10:07:53,FALSE,NA,"968789846482288640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FarhebaS",26,TRUE,FALSE,NA,NA
